Period,Label1,Value
2022-01-26,Total,1022
2022-01-27,New Zealand passport,445
2022-01-27,Other passports,294
2022-01-27,Total,739
2022-01-28,New Zealand passport,491
2022-01-28,Other passports,284
2022-01-28,Total,775
2022-01-29,New Zealand passport,497
2022-01-29,Other passports,213
2022-01-29,Total,710
2022-01-30,New Zealand passport,608
2022-01-30,Other passports,245
2022-01-30,Total,853
2022-01-31,New Zealand passport,389
2022-01-31,Other passports,211
2022-01-31,Total,600
2022-02-01,New Zealand passport,446
2022-02-01,Other passports,174
2022-02-01,Total,620
2022-02-02,New Zealand passport,572
2022-02-02,Other passports,234
2022-02-02,Total,806
2022-02-03,New Zealand passport,345
2022-02-03,Other passports,287
2022-02-03,Total,632
2022-02-04,New Zealand passport,481
2022-02-04,Other passports,318
2022-02-04,Total,799
2022-02-05,New Zealand passport,432
2022-02-05,Other passports,227
2022-02-05,Total,659
2022-02-06,New Zealand passport,634
2022-02-06,Other passports,296
2022-02-06,Total,930
2022-02-07,New Zealand passport,394
2022-02-07,Other passports,197
2022-02-07,Total,591
2022-02-08,New Zealand passport,427
2022-02-08,Other passports,187
2022-02-08,Total,614
2022-02-09,New Zealand passport,515
2022-02-09,Other passports,242
2022-02-09,Total,757
2022-02-10,New Zealand passport,479
2022-02-10,Other passports,350
2022-02-10,Total,829
2022-02-11,New Zealand passport,584
2022-02-11,Other passports,331
2022-02-11,Total,915
2022-02-12,New Zealand passport,576
2022-02-12,Other passports,456
2022-02-12,Total,1032
2022-02-13,New Zealand passport,588
2022-02-13,Other passports,354
2022-02-13,Total,942
2022-02-14,New Zealand passport,441
2022-02-14,Other passports,228
2022-02-14,Total,669
2022-02-15,New Zealand passport,617
2022-02-15,Other passports,372
2022-02-15,Total,989
2022-02-16,New Zealand passport,603
2022-02-16,Other passports,335
2022-02-16,Total,938
2022-02-17,New Zealand passport,574
2022-02-17,Other passports,589
2022-02-17,Total,1163
2022-02-18,New Zealand passport,592
2022-02-18,Other passports,335
2022-02-18,Total,927
2022-02-19,New Zealand passport,609
2022-02-19,Other passports,266
2022-02-19,Total,875
2022-02-20,New Zealand passport,728
2022-02-20,Other passports,437
2022-02-20,Total,1165
2022-02-21,New Zealand passport,419
2022-02-21,Other passports,260
2022-02-21,Total,679
2022-02-22,New Zealand passport,622
2022-02-22,Other passports,295
2022-02-22,Total,917
2022-02-23,New Zealand passport,749
2022-02-23,Other passports,399
2022-02-23,Total,1148
2022-02-24,New Zealand passport,502
2022-02-24,Other passports,460
2022-02-24,Total,962
2022-02-25,New Zealand passport,616
2022-02-25,Other passports,445
2022-02-25,Total,1061
2022-02-26,New Zealand passport,577
2022-02-26,Other passports,412
2022-02-26,Total,989
2022-02-27,New Zealand passport,709
2022-02-27,Other passports,376
2022-02-27,Total,1085
2022-02-28,New Zealand passport,626
2022-02-28,Other passports,320
2022-02-28,Total,946
2022-03-01,New Zealand passport,834
2022-03-01,Other passports,461
2022-03-01,Total,1295
2022-03-02,New Zealand passport,977
2022-03-02,Other passports,632
2022-03-02,Total,1609
2022-03-03,New Zealand passport,665
2022-03-03,Other passports,523
2022-03-03,Total,1188
2022-03-04,New Zealand passport,1406
2022-03-04,Other passports,731
2022-03-04,Total,2137
2022-03-05,New Zealand passport,931
2022-03-05,Other passports,536
2022-03-05,Total,1467
2022-03-06,New Zealand passport,1082
2022-03-06,Other passports,508
2022-03-06,Total,1590
2022-03-07,New Zealand passport,722
2022-03-07,Other passports,439
2022-03-07,Total,1161
2022-03-08,New Zealand passport,874
2022-03-08,Other passports,563
2022-03-08,Total,1437
2022-03-09,New Zealand passport,971
2022-03-09,Other passports,500
2022-03-09,Total,1471
2022-03-10,New Zealand passport,853
2022-03-10,Other passports,605
2022-03-10,Total,1458
2022-03-11,New Zealand passport,1597
2022-03-11,Other passports,612
2022-03-11,Total,2209
2022-03-12,New Zealand passport,1062
2022-03-12,Other passports,611
2022-03-12,Total,1673
2022-03-13,New Zealand passport,1209
2022-03-13,Other passports,562
2022-03-13,Total,1771
2022-03-14,New Zealand passport,1052
2022-03-14,Other passports,509
2022-03-14,Total,1561
2022-03-15,New Zealand passport,1232
2022-03-15,Other passports,583
2022-03-15,Total,1815
2022-03-16,New Zealand passport,1339
2022-03-16,Other passports,616
2022-03-16,Total,1955
2022-03-17,New Zealand passport,1089
2022-03-17,Other passports,569
2022-03-17,Total,1658
2022-03-18,New Zealand passport,1901
2022-03-18,Other passports,678
2022-03-18,Total,2579
2022-03-19,New Zealand passport,1395
2022-03-19,Other passports,641
2022-03-19,Total,2036
2022-03-20,New Zealand passport,1414
2022-03-20,Other passports,500
2022-03-20,Total,1914
2022-03-21,New Zealand passport,1337
2022-03-21,Other passports,555
2022-03-21,Total,1892
2022-03-22,New Zealand passport,1328
2022-03-22,Other passports,571
2022-03-22,Total,1899
2022-03-23,New Zealand passport,1414
2022-03-23,Other passports,712
2022-03-23,Total,2126
2022-03-24,New Zealand passport,1117
2022-03-24,Other passports,565
2022-03-24,Total,1682
2022-03-25,New Zealand passport,2434
2022-03-25,Other passports,774
2022-03-25,Total,3208
2022-03-26,New Zealand passport,1505
2022-03-26,Other passports,728
2022-03-26,Total,2233
2022-03-27,New Zealand passport,2465
2022-03-27,Other passports,954
2022-03-27,Total,3419
2022-03-28,New Zealand passport,1755
2022-03-28,Other passports,601
2022-03-28,Total,2356
2022-03-29,New Zealand passport,1622
2022-03-29,Other passports,878
2022-03-29,Total,2500
2022-03-30,New Zealand passport,1574
2022-03-30,Other passports,788
2022-03-30,Total,2362
2022-03-31,New Zealand passport,1574
2022-03-31,Other passports,901
2022-03-31,Total,2475
2022-04-01,New Zealand passport,2910
2022-04-01,Other passports,1412
2022-04-01,Total,4322
2022-04-02,New Zealand passport,2296
2022-04-02,Other passports,890
2022-04-02,Total,3186
2022-04-03,New Zealand passport,3206
2022-04-03,Other passports,1269
2022-04-03,Total,4475
2022-04-04,New Zealand passport,2434
2022-04-04,Other passports,903
2022-04-04,Total,3337
2022-04-05,New Zealand passport,2263
2022-04-05,Other passports,1165
2022-04-05,Total,3428
2022-04-06,New Zealand passport,2669
2022-04-06,Other passports,1137
2022-04-06,Total,3806
2022-04-07,New Zealand passport,2455
2022-04-07,Other passports,1177
2022-04-07,Total,3632
2022-04-08,New Zealand passport,3728
2022-04-08,Other passports,1491
2022-04-08,Total,5219
2022-04-09,New Zealand passport,2820
2022-04-09,Other passports,1130
2022-04-09,Total,3950
2022-04-10,New Zealand passport,3344
2022-04-10,Other passports,1416
2022-04-10,Total,4760
2022-04-11,New Zealand passport,2740
2022-04-11,Other passports,1047
2022-04-11,Total,3787
2022-04-12,New Zealand passport,2324
2022-04-12,Other passports,1017
2022-04-12,Total,3341
2022-04-13,New Zealand passport,3536
2022-04-13,Other passports,1466
2022-04-13,Total,5002
2022-04-14,New Zealand passport,3585
2022-04-14,Other passports,1544
2022-04-14,Total,5129
2022-04-15,New Zealand passport,4562
2022-04-15,Other passports,1627
2022-04-15,Total,6189
2022-04-16,New Zealand passport,3837
2022-04-16,Other passports,1402
2022-04-16,Total,5239
2022-04-17,New Zealand passport,3858
2022-04-17,Other passports,1552
2022-04-17,Total,5410
2022-04-18,New Zealand passport,3381
2022-04-18,Other passports,1366
2022-04-18,Total,4747
2022-04-19,New Zealand passport,3187
2022-04-19,Other passports,1654
2022-04-19,Total,4841
2022-04-20,New Zealand passport,3364
2022-04-20,Other passports,1600
2022-04-20,Total,4964
2022-04-21,New Zealand passport,3381
2022-04-21,Other passports,1723
2022-04-21,Total,5104
2022-04-22,New Zealand passport,3732
2022-04-22,Other passports,1786
2022-04-22,Total,5518
2022-04-23,New Zealand passport,3148
2022-04-23,Other passports,1648
2022-04-23,Total,4796
2022-04-24,New Zealand passport,3803
2022-04-24,Other passports,2238
2022-04-24,Total,6041
2022-04-25,New Zealand passport,3033
2022-04-25,Other passports,1571
2022-04-25,Total,4604
2022-04-26,New Zealand passport,3284
2022-04-26,Other passports,1864
2022-04-26,Total,5148
2022-04-27,New Zealand passport,3332
2022-04-27,Other passports,1953
2022-04-27,Total,5285
2022-04-28,New Zealand passport,3298
2022-04-28,Other passports,1891
2022-04-28,Total,5189
2022-04-29,New Zealand passport,3718
2022-04-29,Other passports,2379
2022-04-29,Total,6097
2022-04-30,New Zealand passport,3237
2022-04-30,Other passports,1827
2022-04-30,Total,5064
2022-05-01,New Zealand passport,4071
2022-05-01,Other passports,2117
2022-05-01,Total,6188
2022-05-02,New Zealand passport,3235
2022-05-02,Other passports,1676
2022-05-02,Total,4911
2022-05-03,New Zealand passport,3436
2022-05-03,Other passports,1862
2022-05-03,Total,5298
2022-05-04,New Zealand passport,3270
2022-05-04,Other passports,1681
2022-05-04,Total,4951
2022-05-05,New Zealand passport,3156
2022-05-05,Other passports,1748
2022-05-05,Total,4904
2022-05-06,New Zealand passport,4232
2022-05-06,Other passports,2475
2022-05-06,Total,6707
2022-05-07,New Zealand passport,3407
2022-05-07,Other passports,1941
2022-05-07,Total,5348
2022-05-08,New Zealand passport,4095
2022-05-08,Other passports,2061
2022-05-08,Total,6156
2022-05-09,New Zealand passport,2881
2022-05-09,Other passports,1532
2022-05-09,Total,4413
2022-05-10,New Zealand passport,3333
2022-05-10,Other passports,1852
2022-05-10,Total,5185
2022-05-11,New Zealand passport,3086
2022-05-11,Other passports,2143
2022-05-11,Total,5229
2022-05-12,New Zealand passport,3096
2022-05-12,Other passports,1663
2022-05-12,Total,4759
2022-05-13,New Zealand passport,3817
2022-05-13,Other passports,2559
2022-05-13,Total,6376
2022-05-14,New Zealand passport,3378
2022-05-14,Other passports,2005
2022-05-14,Total,5383
2022-05-15,New Zealand passport,3803
2022-05-15,Other passports,2358
2022-05-15,Total,6161
2022-05-16,New Zealand passport,2819
2022-05-16,Other passports,1719
2022-05-16,Total,4538
2022-05-17,New Zealand passport,3101
2022-05-17,Other passports,1973
2022-05-17,Total,5074
2022-05-18,New Zealand passport,3158
2022-05-18,Other passports,1985
2022-05-18,Total,5143
2022-05-19,New Zealand passport,2879
2022-05-19,Other passports,2076
2022-05-19,Total,4955
2022-05-20,New Zealand passport,3811
2022-05-20,Other passports,2566
2022-05-20,Total,6377
2022-05-21,New Zealand passport,3266
2022-05-21,Other passports,2195
2022-05-21,Total,5461
2022-05-22,New Zealand passport,3555
2022-05-22,Other passports,2563
2022-05-22,Total,6118
2022-05-23,New Zealand passport,3405
2022-05-23,Other passports,2142
2022-05-23,Total,5547
2022-05-24,New Zealand passport,3462
2022-05-24,Other passports,2185
2022-05-24,Total,5647
2022-05-25,New Zealand passport,3648
2022-05-25,Other passports,2524
2022-05-25,Total,6172
2022-05-26,New Zealand passport,3243
2022-05-26,Other passports,2282
2022-05-26,Total,5525
2022-05-27,New Zealand passport,4195
2022-05-27,Other passports,3205
2022-05-27,Total,7400
2022-05-28,New Zealand passport,3895
2022-05-28,Other passports,2573
2022-05-28,Total,6468
2022-05-29,New Zealand passport,4153
2022-05-29,Other passports,3129
2022-05-29,Total,7282
2022-05-30,New Zealand passport,3394
2022-05-30,Other passports,2557
2022-05-30,Total,5951
2022-05-31,New Zealand passport,3544
2022-05-31,Other passports,2544
2022-05-31,Total,6088
2022-06-01,New Zealand passport,4166
2022-06-01,Other passports,2608
2022-06-01,Total,6774
2022-06-02,New Zealand passport,4033
2022-06-02,Other passports,2473
2022-06-02,Total,6506
2022-06-03,New Zealand passport,4987
2022-06-03,Other passports,3144
2022-06-03,Total,8131
2022-06-04,New Zealand passport,4488
2022-06-04,Other passports,2534
2022-06-04,Total,7022
2022-06-05,New Zealand passport,4716
2022-06-05,Other passports,2951
2022-06-05,Total,7667
2022-06-06,New Zealand passport,4197
2022-06-06,Other passports,2658
2022-06-06,Total,6855
2022-06-07,New Zealand passport,3956
2022-06-07,Other passports,2441
2022-06-07,Total,6397
2022-06-08,New Zealand passport,3977
2022-06-08,Other passports,2362
2022-06-08,Total,6339
2022-06-09,New Zealand passport,3707
2022-06-09,Other passports,2348
2022-06-09,Total,6055
2022-06-10,New Zealand passport,4517
2022-06-10,Other passports,3197
2022-06-10,Total,7714
2022-06-11,New Zealand passport,4295
2022-06-11,Other passports,2346
2022-06-11,Total,6641
2022-06-12,New Zealand passport,4220
2022-06-12,Other passports,3119
2022-06-12,Total,7339
2022-06-13,New Zealand passport,4038
2022-06-13,Other passports,2789
2022-06-13,Total,6827
2022-06-14,New Zealand passport,4013
2022-06-14,Other passports,2975
2022-06-14,Total,6988
2022-06-15,New Zealand passport,3919
2022-06-15,Other passports,2401
2022-06-15,Total,6320
2022-06-16,New Zealand passport,3923
2022-06-16,Other passports,2658
2022-06-16,Total,6581
2022-06-17,New Zealand passport,4510
2022-06-17,Other passports,3468
2022-06-17,Total,7978
2022-06-18,New Zealand passport,4448
2022-06-18,Other passports,2706
2022-06-18,Total,7154
2022-06-19,New Zealand passport,4615
2022-06-19,Other passports,3291
2022-06-19,Total,7906
2022-06-20,New Zealand passport,4239
2022-06-20,Other passports,2611
2022-06-20,Total,6850
2022-06-21,New Zealand passport,4166
2022-06-21,Other passports,2820
2022-06-21,Total,6986
2022-06-22,New Zealand passport,3876
2022-06-22,Other passports,2379
2022-06-22,Total,6255
2022-06-23,New Zealand passport,4268
2022-06-23,Other passports,2694
2022-06-23,Total,6962
2022-06-24,New Zealand passport,5161
2022-06-24,Other passports,3296
2022-06-24,Total,8457
2022-06-25,New Zealand passport,4599
2022-06-25,Other passports,2758
2022-06-25,Total,7357
2022-06-26,New Zealand passport,4718
2022-06-26,Other passports,3622
2022-06-26,Total,8340
2022-06-27,New Zealand passport,4354
2022-06-27,Other passports,2924
2022-06-27,Total,7278
2022-06-28,New Zealand passport,4420
2022-06-28,Other passports,3018
2022-06-28,Total,7438
2022-06-29,New Zealand passport,4379
2022-06-29,Other passports,2591
2022-06-29,Total,6970
2022-06-30,New Zealand passport,4194
2022-06-30,Other passports,3859
2022-06-30,Total,8053
2022-07-01,New Zealand passport,5456
2022-07-01,Other passports,3794
2022-07-01,Total,9250
2022-07-02,New Zealand passport,5252
2022-07-02,Other passports,3753
2022-07-02,Total,9005
2022-07-03,New Zealand passport,5423
2022-07-03,Other passports,4445
2022-07-03,Total,9868
2022-07-04,New Zealand passport,5651
2022-07-04,Other passports,4832
2022-07-04,Total,10483
2022-07-05,New Zealand passport,6090
2022-07-05,Other passports,4220
2022-07-05,Total,10310
2022-07-06,New Zealand passport,6083
2022-07-06,Other passports,4468
2022-07-06,Total,10551
2022-07-07,New Zealand passport,6713
2022-07-07,Other passports,4794
2022-07-07,Total,11507
2022-07-08,New Zealand passport,7083
2022-07-08,Other passports,5516
2022-07-08,Total,12599
2022-07-09,New Zealand passport,6807
2022-07-09,Other passports,4905
2022-07-09,Total,11712
2022-07-10,New Zealand passport,6390
2022-07-10,Other passports,5217
2022-07-10,Total,11607
2022-07-11,New Zealand passport,6693
2022-07-11,Other passports,5136
2022-07-11,Total,11829
2022-07-12,New Zealand passport,6556
2022-07-12,Other passports,4632
2022-07-12,Total,11188
2022-07-13,New Zealand passport,6036
2022-07-13,Other passports,4366
2022-07-13,Total,10402
2022-07-14,New Zealand passport,5916
2022-07-14,Other passports,5006
2022-07-14,Total,10922
2022-07-15,New Zealand passport,6447
